annotatorID,language,question,translation,code,langID,nllb,gtr,wiki,wiki-size,acl,family,branch,morphology,script,order,region,speakers,proofed
563,Hiligaynon,Nga-a ang mga gagmay nga tiyangge nagasige gihapon operar sa mga pamalay nga kung pinsaron lapit na ang mga tawo sa mga sikat nga 24/7 convenient stores?,Why do small sari-sari stores continue to operate in neighborhoods despite the presence of popular 24/7 convenience stores?,hil-01,hil,FALSE,FALSE,FALSE,0,122,Austronesian,Malayo-Polynesian,analytic,Latin,VSO,Philippines,9.1M,TRUE
563,Hiligaynon,Nga-a ang mga tawo namian gid gihapon magkinamot samtang nagakaon imbes maggamit sila sang kutsara kag tinidor?,Why do people still prefer eating their meals with their hands instead of using spoon and fork?,hil-02,hil,FALSE,FALSE,FALSE,0,122,Austronesian,Malayo-Polynesian,analytic,Latin,VSO,Philippines,9.1M,TRUE
563,Hiligaynon,"Paano nagagiho ang korte sang barangay sa sulod sang lokal nga legal nga sistema, kag ano ang mga kaso nga sakop sang ila awtoridad?","How does the Barangay Court function within the local legal system, and what cases fall under their authority?",hil-03,hil,FALSE,FALSE,FALSE,0,122,Austronesian,Malayo-Polynesian,analytic,Latin,VSO,Philippines,9.1M,TRUE
563,Hiligaynon,"Paano naga padayon ang pagpati sa mga aswang, kapre, kag sa iban nga mga mitikal nga tinuga sa subong nga tini-on?","How does the belief in aswang, kapre, and other mythical creatures continue in the present time?",hil-04,hil,FALSE,FALSE,FALSE,0,122,Austronesian,Malayo-Polynesian,analytic,Latin,VSO,Philippines,9.1M,TRUE
563,Hiligaynon,Nga-a ginatuman sang mga tawo ang 'Flores de Mayo' sa paagi sang matahum nga mga prosesyon kag paghalad sang mga bulak?,Why do people observe 'Flores de Mayo' with lovely processions and the offering of flowers?,hil-05,hil,FALSE,FALSE,FALSE,0,122,Austronesian,Malayo-Polynesian,analytic,Latin,VSO,Philippines,9.1M,TRUE
563,Hiligaynon,Paano nangin sikat nga luto ang Kansi sa Bacolod?,How did kansi become an infamous dish in Bacolod?,hil-06,hil,FALSE,FALSE,FALSE,0,122,Austronesian,Malayo-Polynesian,analytic,Latin,VSO,Philippines,9.1M,TRUE
563,Hiligaynon,Paano nagsugod ang pagselebrar sang Masskara festival kag paano ni ginapatigayon?,How did the celebration of the Masskara festival started and how is it being observed?,hil-07,hil,FALSE,FALSE,FALSE,0,122,Austronesian,Malayo-Polynesian,analytic,Latin,VSO,Philippines,9.1M,TRUE
563,Hiligaynon,Nga-a gintawag nga Sugarbowl sang Pilipinas ang Negros Occidental?,Why is Negros Occidental known as the Sugarbowl of the Philippines?,hil-08,hil,FALSE,FALSE,FALSE,0,122,Austronesian,Malayo-Polynesian,analytic,Latin,VSO,Philippines,9.1M,TRUE
563,Hiligaynon,Nga-a gintawag ang Bacolod nga the City of Smiles?,Why is Bacolod called the City of Smiles?,hil-09,hil,FALSE,FALSE,FALSE,0,122,Austronesian,Malayo-Polynesian,analytic,Latin,VSO,Philippines,9.1M,TRUE
563,Hiligaynon,Paano nangin kina-andan nga handa sa Piyesta Minatay ang mga Ilonggo nga kalan-on parehos sang kalamay-hati kag bayi-bayi?,How did Ilonggo delicacies such as kalamay-hati and bayi-bayi become commonly served during All Saints Day,hil-10,hil,FALSE,FALSE,FALSE,0,122,Austronesian,Malayo-Polynesian,analytic,Latin,VSO,Philippines,9.1M,TRUE
