annotatorID,language,question,translation,code,langID,nllb,gtr,wiki,wiki-size,acl,family,branch,morphology,script,order,region,speakers,proofed
356,Fijian,Na cava era daucakava kina na iTaukei na ivakarau ni Fakawela ena gauna ni tawase ni yabaki?,Why do 'iTaukei' observe the tradition of 'Fakawela' during New Year?,fj-01,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Na cava na vuna era dau digitaka kina na turaga na veisolevaki iteitei sa bera na soqo ni vakamau?,How did the tradition of 'veisolevaki iteitei' become an ideal option when men makes preparations for a Wedding ceremony?,fj-02,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Sa daucakacakataki vakacava na ivakacavacava vei ira na tamata cakacaka i Viti?,How is income tax calculated in Fiji?,fj-03,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Daucaka vakacava na tavioka yaca mena yacova na Bila ni Naila?,How do 'iTaukei' make 'Bila ni Naila' when scraped cassava is available?,fj-04,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,A yaco vakacava i Viti o Lutunasobasoba?,How did 'Lutunasobasoba' arrive in Fiji?,fj-05,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Na cava a digitaki kina na yanuyanu ko Makogai mena qaravi ira na lewe ni vanua tauvi 'leprosy'?,Why was Makogai Island chosen to accomodate people who had leprosy cases?,fj-06,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Daucaka vakacava na masi ni Vatulele?,How is Vatulele tapa made in Fiji?,fj-07,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Na cava sa daugadrevi mena tauyavutaki na bisinisi lalai i Viti?,What are the requirements for registering a small business enterprise in Fiji?,fj-08,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Na cava sa daukilai levu kina na ivakarau ni daukacivi na ura damudamu ena yanuyanu ko Vatulele?,How did the tradition of calling a red giant prawn become popular in Vatulele Island?,fj-09,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Na cava na vuna eso na lewe ni Politiki a sega ni vakaraitaka na nodra itukutuku vakailavo sa bera na veidigidigi ni yabaki 2022?,Why did some Politicans failed to declare their personal assets prior to 2022 elections?,fj-10,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Sa vakavuna vakacava na kauwai vei ira na lewe ni koro i Togoru me baleta na ibulubulu ena gauna ni ualevu?,Why is the people of Togoru village concern for the burial site during high tide?,fj-11,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Daucakacaka vakacava na veiqaravi ni 'Legal Aid Commission i Viti?,How does Legal Aid Commission work in Fiji?,fj-12,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,"O ira na iTaukei vulagi era dautama yani ena mata ni katuba levu ni vale, na cava na vuna era dauvakamuria na ivakarau ni dautama o ira na iTaukei vulagi?",What is the reason 'iTaukei' (indigenous villagers) follow 'dautama' (the protocol of entering) when they enter the main door of the house?,fj-13,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Na cava na vuna era vinakata kina na Nasi ni veiyanuyanu mera sa lesi i Viti Levu?,What is the reason the nurses from the outer islands want to be assigned to Viti Levu?,fj-14,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,A yaco vakacava i Viti na matai ni daukaulotu?,How did the first christian missionaries arrive in Fiji?,fj-15,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,A vakila vakacava na vanua o Viti ena revurevu ni mate na misila ena yabaki 1875?,How severe was the measle outbreak in Fiji in the year 1875?,fj-16,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Na cava era dautaqomaka kina na Saqa o ira na lewe ni vanua o Naigani?,"Why do the people of Naigani Island protect ""Saqa"" or trevally fish?",fj-17,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Daucaka vakacava na ilavo ni Peniseni i Viti?,How does the Pension fund work in Fiji?,fj-18,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Na cava na vuna era dauvakatabui o ira na yalewa bukete mera qoli na tobu ni ika?,Why was iTaukei pregnant women forbidden to harvest fish during harvesting season?,fj-19,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Na cava na vuna era dauvakamuria na ivakarau ni bulubulutaki o ira na matavuvale ni tagane vei ira na matavuvale ni yalewa?,"Why do the iTaukei husband and the family would follow the custom of ""bulubulutaki"" for the wife and the family?",fj-20,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Na cava a biuta kina na yanuyanu o Naigani ko 'Buisavulu'?,"Why did 'Buisavulu', the iTaukei ancestor, leave Naigani Island?",fj-21,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,A yaco vakacava me kalou ni noda qase iliu ko Degei?,How did Degei become a God of the ancestors?,fj-22,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,A rawata vakacava na veitikina i Vitilevu ko Tui Botinibua?,How did 'Tui Botinibua' conquer the interior parts of Viti Levu?,fj-23,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,"Na cava era dauvakayagataka kina na iTaukei na malanivosa ""Dui Mate Ga Na Nona Ucu Ni Vatu"" ena gauna mera vakarau vakayacora na itavi dredre?","Why do iTaukei use the phrase ""Dui Mate Ga Na Nona Ucu Ni Vatu"" when they have to accomplish a difficult task?",fj-24,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
356,Fijian,Era daucakava vakacava na iTaukei na 'Qalu se Vakalolo'?,How do iTaukei make 'Qalu or Vakalolo' (Fijian dessert)?,fj-25,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
900,Fijian,"Na cava na vuna keda daucakava ka kania na lovo e na gauna e daucaka kina e so na mataqali oga me vaka na siga ni sucu, na vakamau kei na somate?","Why do we normally make and eat lovo during special occasions such as birthdays, weddings and funerals?",fj-26,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
900,Fijian,Iko daucakava vakacava na lovo?,How do you prepare 'lovo'?,fj-27,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
900,Fijian,"Sa bera ni daucaka na vakawati, na cava na vuna era dauvakaraitaka kina na kamunaga o ira na wekai tagane kivei yalewa kei na nona matavuvale?","Before the wedding takes place, what is the reason why the groom's side presents a whale tooth or teeth to the bride and her family?",fj-28,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
900,Fijian,E vu beka vakacava na isolisoli ka soli vei ira na lewe ni vanua o Beqa nira dautara na kama?,How did the people of Beqa receive the ability of healing burns? (refers to the healing abilities of people called Vu in the past),fj-29,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
900,Fijian,Na cava soti na ka me vakarautaki yani kevaka ko via taura na veivuke vaka ilavo mai vua na matanitu me baleta na tiko vakalolovira?,What are the requirements for cash assistance for the underprivileged from the government?,fj-30,fj,TRUE,FALSE,TRUE,1289,56,Austronesian,Malayo-Polynesian,agglutinative,Latin,VOS,Fiji,640K,TRUE
