annotatorID,language,question,translation,code,langID,nllb,gtr,wiki,wiki-size,acl,family,branch,morphology,script,order,region,speakers,proofed
222,Balochi,بڑدست چی انت ءُ بلوچی ربیدگ ءَ اشی  اہمیت چی انت؟,What is scapula and its importance in Balochi culture?,bal-06,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,مہرگڑھ چون بلوچی دودوربیدگ ءَ ھمگرنچ انت؟,How does mehrgarh relate to Balochi culture ?,bal-07,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,بلوچی کشیدہ کاری ءِ گوستانک چی انت ؟,What is special about Balochi embroidery?,bal-08,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,بلوچی زبان ءِ تہا چے دیمروی اتکگ انت ءُ اشی  بُولی چے انت ؟,How did Balochi language evolve and what are its dialects?,bal-09,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,بلوچ پرچہ پاکستان آچہ آجوئی لوٹ انت ؟,Why do the Baloch seek independence from Pakistan?,bal-10,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,"بلوچستان ءِ کدیمی دور ءُ تجارتی راہ آنی تہا  اہمیت  چی انت ؟
","What is the historical importance of Balochistan in ancient times and trade routes?
",,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,چاگرد ءِ تہا زالبول ءِ  کردار   چی انت ءُ چون اِشی تہا دیمروئی اتکگ انت ؟,What is  the role of women in society and how it has   evolved over time?,,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,مردمانی جیڑہ ربیدگی وڑءَ چون ایر آرگ باں ؟,How do people traditionally settle disputes?,,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,"جدیدیت چون دود و ربیدگ ءُ زِنداب ءَ اَسَرانداز بوتگ اِنت ؟
",How has modernization impacted traditional culture and way of life?,,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,بلوچستان ءَ پَھوالی کَبیلہ ءِ زنداب ءُ ارزشت   چی انت ؟,"What is the significance of nomadic tribe in Balochistan and their lifestyle?
",,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,سیاسی ءُ   تا ریکی اَڑ و کُڑ بلوچستان ءِ آبادی ءُ ردوم ءَ چون اَسرانداز بوتگ انت ؟,"How has the historical conflict and political unrest in Balochistan affected its population and development?
",,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,"بلوچستان ءِ تہا وانتکاری ءَ چون دیمروئی اتکگ انت ءُ شریں تالیم دیگ ءِ ھاترا چونیں سکی ءُ سوری آنچ دُچار بوئگی انت ؟
","How has the education system evolved in Balochistan, and what challenges does it face in providing quality education to its population?",,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,"بلوچستان ءُ پاکستان ءِ سیادی ءَ چے دیمروئی اتکگ انت ءُ مرچیگیں بلوچ ءِ سیاسی جنجال چی انت ؟
","How has the relationship between Balochistan and the central government of Pakistan evolved over time, and what are some key issues in contemporary Baloch politics?
",,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
222,Balochi,"بلوچ راجی تَھریک آنی لوٹ ماسیت چے انت ءُ اِشانی سرکاری پالیسی ءَ اَسر  چی انت ؟
","What are the main demands and grievances of Baloch nationalist movements, and how have they influenced government policies?
",,bal,FALSE,FALSE,FALSE,0,17,Indo-European,Indo-Iranian,agglutinative,Balochi Standard Alphabet,SOV,"Pakistan, Iran, Afganistan",8.8M,TRUE
