annotatorID,language,question,translation,code,langID,nllb,gtr,wiki,wiki-size,acl,family,branch,morphology,script,order,region,speakers,proofed
896,Kirundi,Kubera iki bitemewe ko umukenyezi avuza ingoma?,Why is it prohibited for women to play drums?,rn-02,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
896,Kirundi,Inkinzo z'abavyinyi b'imico kama zisigura iki?,What is the meaning of wooden shields of traditional dancers?,rn-03,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
896,Kirundi,Umugenzo wo kwatira usigura iki?,What is the meaning of the initiation tradition?,rn-04,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
896,Kirundi,Urwarwa rukorwa gute?,How banana beer is produced?,rn-05,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Kuberiki imigenzo y'abahebera ikundwa cane nabantu ba Leta?,Why do many people in the government love the tradition of Hebera drama dance?,rn-07,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Kuberiki Igihugu cacu kidatera imbere nk'ibindi?,Why is our country not developing like others?,rn-08,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Kuberiki inzara ari nyinshi mu gihugu cacu?,Why is there so much hunger in our country?,rn-09,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Kuberiki batanga inkwano ku muryango w'umukobwa imbere yuko uwo mukobwa agenda kwabirwa?,Why do they give money to the girl's family before she gets married?,rn-10,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Kubera iki Tanganyika arico kiyaga gikundwa cane n'abanyagihugu kuva kera?,Why is Lake Tanganyika the lake most beloved by the people since ancient times?,rn-12,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Isoko rya Bujumbura ryahiye gute?,How did the Bujumbura market burn?,rn-13,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Ni kubera iki abakirisu ari benshi gose kurusha aba isilamu?,Why are there more Christians than Muslims?,rn-14,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Kw'idarapo ry' igihugu inyenyeri zitatu ziri hagati zisigura iki?,What do the three stars in the middle of the national flag represent?,rn-15,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Sigura igituma abana batoyi baheba amashure?,Explain why young children drop out of school?,rn-16,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,kuberiki umuziki w'abarundi udatera imbere?,Why is the music of the Burundian not developing?,rn-17,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Ni gute bavura Ingwara ya malaria bakoresheje imiti y'ikirundi?,How do they traditionally treat malaria?,rn-18,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
800,Kirundi,Ni kuberiki umutekano ari muke cane mu gihugu?,Why is there so little security in the country?,rn-19,rn,TRUE,FALSE,TRUE,645,164,Niger-Kongo,Atlantic–Congo,agglutinative,Latin,SVO,Burundi,12-13M,TRUE
